super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count,region,female,k_married,par_mean,par_rank,k_mean,k_median_nozero,k_0inc,k_q1,k_q5,k_top1pc,tier_name,type,iclevel,public,barrons,sat_avg_2013,sat_avg_2001,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,scorecard_netprice_2013,scorecard_rej_rate_2013,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000
2208,Simmons College,Boston,MA,89800,50900,5.684535,2.797339,40.824547,0.0,2.3206859,0.0,-2.835053,-11.215299,240.3333333333333,Northeast,0.98751736,0.58543897,155814.6935571255,0.6656168448776214,52523.88657788662,54300,0.096115135,0.10778995,0.43544522,0.0093851276,Selective private,private non-profit,4-year,private,3 - Selective,1165.0,,36230.0,20890.0,0.7121535181236673,21049.0,0.51029998,0.063237771,0.073355816,0.033726811,0.045531198
23154,Northeast Texas Community College,Texarkana,TX,51100,28500,20.428453,0.23581037,11.358315,0.39413223,2.3203282,0.080515116,-0.050248962,4.0423698,413.3333333333333,South,0.54919356,0.517636,60902.8164094002,0.4551208677070756,32636.38323620212,32700,0.14675993,0.16659519,0.17179546,0.0041772425,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,3334.0,1400.0,0.1636029411764706,5644.0,,0.0038209606,0.085152842,0.057860263,0.0
2603,Drew University,Newark,NJ,140400,55600,4.0804567,7.2175579,56.508553,2.4419,2.3058069,0.099640667,3.0569553,5.3366532,339.6666666666667,Northeast,0.59077525,0.49907449,253466.6251533366,0.767171585934202,66393.15192590775,58300,0.074727498,0.080590121,0.50003052,0.046113763,Selective private,private non-profit,4-year,private,3 - Selective,1110.0,1210.0,45214.0,24018.0,0.6880530973451326,20015.0,0.22570001,0.057905011,0.03383214,0.046193883,0.017566688
10395,University Of San Diego,San Diego,CA,139300,61200,4.9255176,12.273797,46.769913,1.0447606,2.3036604,0.051459868,-1.9341998,-4.3951054,894.0,West,0.64205819,0.58574003,315023.0208333333,0.7595195968945821,72549.47916666667,66400,0.10202894,0.10875194,0.51623607,0.053151838,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,1225.0,1165.0,42908.0,19120.0,0.7502295684113864,17932.0,0.5115,0.067389943,0.017942833,0.12998122,0.036511578
25039,Warren County Community College,Newark,NJ,78600,33400,9.9666939,0.6465984,23.113316,0.045919433,2.3036335,0.0045766495,-2.4075403,1.7495575,137.5,Northeast,0.5418182,0.42067751,96677.34114583331,0.6064055562019348,34675.01432291666,35700,0.1396452,0.15232475,0.19351457,0.004608673,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4560.0,3468.0,0.2044817927170868,6326.0,,0.012547052,0.018820576,0.027603513,0.033877037
6661,Angelina College,Huntsville,TX,45900,25100,26.211666,0.073561318,8.7828455,0.58606887,2.3021302,0.15361843,-7.2060766,-5.1113329,871.6666666666666,South,0.59120458,0.50160164,55254.56239543499,0.4164966405691654,31710.93145539556,30900,0.15465894,0.16769221,0.14591794,0.0041477913,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,3330.0,723.0,0.0905233380480905,5372.0,,0.0077062557,0.14551224,0.080009066,0.0
1717,MacMurray College,Jacksonville,IL,75500,38600,10.306915,0.1059342,22.33552,1.9872808,2.302103,0.20482735,5.016017,10.218029,147.6666666666667,Midwest,0.49209931,0.58458394,78056.89261780474,0.5647553940120723,40612.97082216422,41400,0.063799098,0.077656724,0.23650214,0.0059713228,Selective private,private non-profit,4-year,private,4 - Selective,,995.0,23600.0,,0.384,13398.0,0.25119999,0.0067658997,0.10690122,0.0608931,0.0054127197
2728,Hamilton College,Syracuse,NY,164600,60300,3.8505599,12.935546,59.781792,4.1298208,2.3019335,0.15902123,-1.0955285,-1.6008439,437.3333333333333,Northeast,0.52515244,0.59373504,333233.7668635671,0.8100834653780955,88339.8784001048,64500,0.083438016,0.087373525,0.54593766,0.097587794,Other elite schools (public and private),private non-profit,4-year,private,1 - Elite,1390.0,1280.0,47820.0,26100.0,0.9294871794871796,6415.0,0.7281,0.039093483,0.039660055,0.036827195,0.032294616
3523,Tennessee Technological University,Cookeville,TN,78400,39700,9.5024853,0.79724586,24.221773,0.0,2.3016703,0.0,-1.839255,-2.0664186,1298.666666666667,South,0.45995894,0.68043751,94952.48829328157,0.596106686937246,46453.59313237936,42400,0.095551543,0.10456684,0.30956236,0.0091748703,Selective public,public,4-year,public,4 - Selective,1100.0,,7679.0,2667.0,0.5063674954517889,7873.0,0.068400003,0.012361838,0.037376381,0.0081442697,0.0063990694
3317,Cheyney University Of Pennsylvania,Philadelphia,PA,38600,26500,27.863062,0.020889614,8.2591581,0.0,2.3012543,0.0,-4.9889946,-9.61094,227.3333333333333,Northeast,0.49706745,0.12473197,49417.09597232405,0.375882233779801,29439.46413352273,30900,0.13732547,0.15917002,0.11505257,0.0019622357,Selective public,public,4-year,public,5 - Selective,,,9090.0,4447.0,0.2482014388489209,13125.0,,0.0017636684,0.97442681,0.0097001763,0.0079365084
1073,Eastern Arizona College,Safford,AZ,60900,23800,14.34419,0.12213669,16.028936,0.03582808,2.299221,0.0051392475,0.86064672,-0.66691488,453.6666666666667,West,0.5481264,0.60901856,65886.76933321088,0.4898232837576449,29821.05723330731,32600,0.20016466,0.22438148,0.18133667,0.00089061324,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2000.0,748.0,0.2212713936430318,-1071.0,,0.0086774863,0.01687289,0.17724571,0.0033745782
2873,Nassau Community College,New York,NY,80100,36000,10.617213,0.62620288,21.635952,0.29587707,2.2971351,0.031413898,0.20125508,-0.63776857,4225.0,Northeast,0.44986194,0.40400016,96741.19955189842,0.5967676242427713,42518.75171751726,42100,0.14191024,0.15610519,0.30202344,0.0067912419,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4754.0,2370.0,0.193823648923202,4800.0,,0.044849906,0.14642476,0.10605983,0.04163906
11161,Texas A&M University - Corpus Christi,Corpus Christi,TX,81700,43400,9.6550169,0.67429447,23.78828,0.87951833,2.2967625,0.084917635,2.3452299,5.0555663,791.0,South,0.60050571,0.58638573,96690.42494666562,0.6041850399428463,48203.6932482617,46400,0.11065024,0.1206665,0.32337284,0.0098150373,Selective public,public,4-year,public,5 - Selective,970.0,995.0,7531.0,2306.0,0.4021164021164021,12645.0,0.074199997,0.019891161,0.023644211,0.39031714,0.0088196658
3987,La Roche College,Pittsburgh,PA,78700,39800,8.9604959,0.66753274,25.555241,0.0,2.2898765,0.0,-0.60177857,0.30253145,212.6666666666667,Northeast,0.61285269,0.57308966,88946.96222325627,0.6045040547100354,43270.02163744122,42000,0.094588682,0.1077631,0.29192972,0.009651741,Selective private,private non-profit,4-year,private,4 - Selective,925.0,,25500.0,12000.0,0.4471830985915493,13490.0,0.44350001,0.0036877689,0.027043639,0.0061462815,0.16287646
2411,Jones County Junior College,Laurel,MS,49100,26700,24.656441,0.40111268,9.2869873,0.044459704,2.2898407,0.010962181,-0.92812955,4.0787978,1447.666666666667,South,0.50978589,0.48362494,62569.9372715433,0.4389707660471929,32758.39915524982,30800,0.14024138,0.15516391,0.16735613,0.0090766046,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2722.0,908.0,0.2695970695970696,4372.0,,0.001329198,0.25254762,0.001107665,0.0
3619,Southwestern Adventist University,Fort Worth,TX,66100,37100,11.157076,0.12176576,20.509348,0.46564341,2.2882435,0.051952187,-2.3812687,-8.6031017,98.0,South,0.51020408,0.62882984,91328.2421875,0.5519217252731323,43452.59375,40700,0.11742686,0.10976645,0.26501995,0.0053565833,Selective private,private non-profit,4-year,private,5 - Selective,915.0,965.0,19460.0,9510.0,0.3823529411764706,15540.0,0.46079999,0.040657438,0.15397924,0.14186852,0.12543252
3370,Swarthmore College,Philadelphia,PA,135900,56700,4.6533375,8.976655,49.128494,13.01739,2.2861147,0.60574317,-0.4687714,-3.1992576,325.0,Northeast,0.52717948,0.51523697,275097.1185096154,0.7679137727541802,79261.08806089744,60800,0.080560721,0.084713168,0.50058651,0.088832922,Other elite schools (public and private),private non-profit,4-year,private,1 - Elite,1450.0,1445.0,46060.0,25200.0,0.9342465753424658,10832.0,0.85680002,0.14215687,0.086134456,0.095938377,0.06232493
1570,Southern Polytechnic State University,Atlanta,GA,92400,54800,5.8328786,0.65723461,39.154659,0.025167508,2.2838435,0.0014679902,1.1939573,3.5174568,358.0,South,0.15176909,0.56924075,105229.4338774441,0.6539024510863107,56495.23665182728,57600,0.075065657,0.078506954,0.47994649,0.010424805,Selective public,public,4-year,public,3 - Selective,1140.0,1095.0,5840.0,2278.0,,8407.0,0.2202,0.062861025,0.19232076,0.027183147,0.04043493
2744,Keuka College,Buffalo,NY,67700,42100,12.792821,0.27253729,17.823956,0.0,2.2801867,0.0,-3.8190484,-8.6544857,199.3333333333333,Northeast,0.69565219,0.63045371,72568.87698578596,0.5337644225378898,42738.32154055185,44000,0.065426819,0.074857742,0.26018342,0.0019352523,Selective private,private non-profit,4-year,private,4 - Selective,,,28010.0,13770.0,0.4817518248175183,22349.0,0.1222,0.0073529412,0.043067228,0.023109244,0.0073529412
30321,Altamaha Technical College,Hinesville,GA,35700,14500,37.032307,0.0505221,6.1545224,0.021757515,2.2791615,0.0080573093,-9.6719694,-3.2749631,122.0,South,0.55737704,0.40532565,48751.51171875,0.3497430284818013,21611.27799479167,17500,0.19766657,0.2195265,0.080055133,0.0005010984,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,,1024.0,0.5286624203821656,4734.0,,0.0036036037,0.30810812,0.02972973,0.0
3543,Austin College,Sherman,TX,109300,49700,5.7600904,3.3268225,39.560169,1.9099586,2.2787015,0.11001534,-1.2608985,-2.7370174,299.3333333333333,South,0.57683742,0.61685568,152914.6209284521,0.7100477327482737,65116.54269035356,52000,0.083719522,0.096770272,0.41576281,0.055502415,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,1195.0,1195.0,34840.0,15302.0,0.7177177177177178,17558.0,0.41389999,0.08361204,0.045986623,0.061036788,0.020066889
3781,Highline Community College,Seattle,WA,76500,34700,11.069468,0.23906799,20.585323,0.56377447,2.2786858,0.06240683,3.531466,5.0905848,1051.666666666667,West,0.58225042,0.465215,84372.29567650554,0.5753618736085725,36710.0116481775,39600,0.14747332,0.16482368,0.23065212,0.0023902263,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4000.0,1714.0,0.3179723502304148,5843.0,,0.13971867,0.082187451,0.034297455,0.037142407
1237,Merced Community College,Modesto,CA,48400,25400,23.999722,0.19636881,9.4891005,0.11405369,2.2773576,0.027372569,-4.0035462,-0.54768449,1336.333333333333,West,0.53629333,0.44095328,59779.38897149383,0.433351201438999,30197.23790660467,31600,0.17509678,0.19227372,0.15134154,0.0025662768,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,1138.0,286.0,0.1545972335231896,3034.0,,0.10074767,0.054859813,0.33719626,0.0055140187
2417,Mississippi Gulf Coast Community College,Gulfport,MS,56800,27100,19.400055,0.16289696,11.721686,0.28644285,2.2740138,0.05557007,1.0513934,1.8377731,1792.166666666667,South,0.5439412,0.47303295,67122.77017242281,0.4741823800544922,32407.66945380069,32300,0.13963583,0.153871,0.16022244,0.0022909748,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2732.0,1062.0,0.2535641547861507,6545.0,,0.021099452,0.22103103,0.015282847,0.00057025545
1030,Bishop State Community College,Mobile,AL,31400,20400,40.87936,0.059725042,5.5473075,0.0076980265,2.2677038,0.0031469041,-9.1931543,-0.7073518,641.6666666666666,South,0.62077922,0.24280488,45969.41987824675,0.3251486511741366,25812.91467329545,24100,0.12951949,0.13906659,0.088859521,0.00082694762,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4260.0,1800.0,0.1097122302158273,5100.0,,0.0101035,0.59438145,0.0036964021,0.0
3153,Connors State College,Muskogee,OK,49000,27300,20.629696,0.10985484,10.983221,0.040054251,2.265805,0.0082630701,1.8643087,2.5805314,366.6666666666667,South,0.59818184,0.51402336,56276.33400923295,0.4380629193511876,31805.15215198864,31400,0.1479736,0.1624075,0.15340194,0.0059740562,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,3563.0,,0.122257053291536,7503.0,,0.0025265284,0.10914604,0.015664477,0.0
20923,Hohokus School - RETS/Nutley,Newark,NJ,41700,29500,27.09305,0.16239743,8.3536768,0.0,2.2632658,0.0,-11.376682,-25.991213,64.0,Northeast,,0.32172775,58391.98177083334,0.4020849068959554,32511.2734375,35600,0.15403643,0.1587598,0.1551338,0.0017326546,Less than two-year schools of any type,for-profit,1-year,private,999 - Non-selective,,,15413.0,10162.0,,19793.0,,0.028248588,0.21751413,0.32768363,0.0084745763
7289,Central Wyoming College,Riverton,WY,52100,26000,19.409195,0.29948705,11.651235,0.63305295,2.261411,0.12287048,-4.6955333,-9.8157015,238.0,West,0.59243697,0.54701012,67205.53057160364,0.4566790095898284,32072.37252713585,31700,0.16716313,0.17808245,0.16565906,0.0045270976,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2712.0,1508.0,0.2920353982300885,2127.0,,0.003649635,0.003649635,0.033454988,0.010948905
1280,San Joaquin Delta College,Sacramento,CA,66300,30700,15.996877,0.30438471,14.093438,0.1802949,2.2545097,0.028841553,1.5079223,2.3808484,2258.666666666667,West,0.51948053,0.45897287,78048.92616634077,0.5293551471783673,35298.14719806118,36200,0.15422493,0.17120096,0.20720065,0.0028194806,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,1104.0,330.0,0.2505023442732753,8630.0,,0.17068285,0.079773761,0.23201555,0.0060095447
2413,Meridian Community College,Meridian,MS,41300,25100,28.917555,0.26415718,7.7953367,0.31770745,2.2542207,0.091873229,-3.3176739,1.6040444,613.5,South,0.61613691,0.40159157,56043.56119791666,0.4042932291825612,30228.36848958333,27200,0.11642747,0.12355725,0.12336168,0.0036219899,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2350.0,1058.0,0.3522633744855967,5608.0,,0.0058139535,0.38307494,0.0051679588,0.00096899224
2853,SUNY Maritime College,New York,NY,103800,90500,4.3647723,0.23508064,51.558952,13.268122,2.2504308,0.57912332,-0.82549518,-2.7700019,115.0,Northeast,0.13333334,0.6042431,110698.2106884058,0.7111982986546945,94409.77946105073,92200,0.036840823,0.046785496,0.78529739,0.078014933,Selective public,public,4-year,public,4 - Selective,1105.0,1020.0,7446.0,4850.0,0.5040871934604905,10707.0,0.36039999,0.033762056,0.067524113,0.064308681,0.040192924
1143,California Polytechnic State University,Santa Barbara,CA,124800,65500,4.1973853,3.1203971,53.568726,3.8050354,2.2484858,0.15971199,-1.774125,-4.4149933,2887.666666666667,West,0.46565855,0.63291138,169835.7176028801,0.7532488309138508,76443.30961596733,70500,0.083866127,0.092857525,0.58839852,0.050275508,Selective public,public,4-year,public,3 - Selective,1225.0,1170.0,8918.0,2129.0,0.6972165648336728,9938.0,0.68769997,0.10499779,0.010020798,0.10827503,0.012037562
7437,Pittsburgh Technical Institute,Pittsburgh,PA,58900,33400,15.430868,0.27763408,14.563565,0.00079711934,2.2472844,0.00012300242,2.3648245,7.2823176,792.0,Northeast,0.31776094,0.48251328,65496.14424025411,0.4884824679806979,36056.82050156513,36800,0.1073547,0.11798235,0.19651759,0.0017816857,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,15657.0,9645.0,0.5661577608142494,19188.0,,0.0037614186,0.037614185,0.0048361095,0.0
1326,Santa Clara University,San Jose,CA,149900,72500,3.6217711,10.844481,62.036003,5.5215983,2.2468021,0.19997966,-1.4987099,-4.0121546,989.6666666666666,West,0.55001682,0.61054605,327182.7914701919,0.7877011566942651,91531.37010567532,78800,0.09202981,0.099994488,0.63077784,0.093141884,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,1300.0,1220.0,43812.0,20577.0,0.8401332223147376,22527.0,0.4878,0.18523677,0.021587744,0.13788301,0.03110492
2403,Delta State University,Greenville,MS,71000,37600,16.261435,0.15289028,13.811943,0.59209132,2.2460201,0.096282534,-3.3842585,0.13300574,399.5,South,0.59824783,0.58209383,79019.6796875,0.5360704660415649,42214.99739583334,39400,0.083276264,0.087625332,0.23336327,0.0069866208,Selective public,public,4-year,public,4 - Selective,950.0,,6562.0,2696.0,0.3542976939203354,12639.0,0.1059,0.0050655543,0.28337306,0.0026817641,0.0
1305,Stanford University,San Jose,CA,172600,84800,3.5795205,14.479454,62.739227,18.514551,2.2457635,0.66273212,0.71890718,0.66535628,1516.333333333333,West,0.50714445,0.54568028,472210.529161629,0.8093922086589073,174059.0453018521,94000,0.080435775,0.086458147,0.67273152,0.20914166,Ivy Plus,private non-profit,4-year,private,1 - Elite,1475.0,1455.0,44757.0,24622.0,0.957582800697269,3516.0,0.94309998,0.20999239,0.073294446,0.086482376,0.040451434
2139,Clark University,Boston,MA,103000,49600,5.281157,5.0328231,42.450489,3.108156,2.2418768,0.16414659,-0.97102451,-3.7997437,416.0,Northeast,0.61378205,0.51991743,176605.0441706731,0.7093618799192019,54148.01217260117,52900,0.07703986,0.087623537,0.42051584,0.022100532,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,,1165.0,40730.0,23520.0,0.8094405594405595,17786.0,0.38460001,0.040018834,0.033898305,0.027306968,0.095103577
211,University Of Maryland System (Except University College) And Baltimore City Community College,Washington DC,MD,102800,53500,7.6429853,1.2872607,29.331381,0.93109339,2.2417932,0.071163327,-1.536788,-3.2487738,11705.33333333333,South,0.55826402,0.5165112,126294.8040756884,0.6743727156673671,62048.21981599823,57100,0.079704918,0.087676242,0.47553062,0.027418774,Highly selective public,public,4-year,public,2 - Highly Selective,1120.5988,1138.452,8508.1045,4600.7417,0.5942491483325799,10018.843,0.44592938,0.073952228,0.30435583,0.02643802,0.025573734
10060,Vernon College,Vernon,TX,53100,28300,16.912642,0.15938212,13.255002,0.51870632,2.2417707,0.087726943,-1.9551467,-10.079008,404.6666666666667,South,0.57084018,0.55012918,77764.21282627163,0.4584508609928841,33012.25997959998,32400,0.12770413,0.1399117,0.16501416,0.005412403,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4200.0,1032.0,0.2660550458715597,4472.0,,0.017183771,0.070644394,0.11885442,0.0076372316
208,Yosemite Community College District,Modesto,CA,66400,28900,14.039106,0.30296826,15.960564,0.24045672,2.2407205,0.033757973,0.64226711,-0.78514421,2879.0,West,0.50827831,0.51905769,75045.3236601974,0.5292766893698108,34299.25386237988,35600,0.1655252,0.18552038,0.20865279,0.0033310889,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,1150.0,353.77792,0.1726114649681529,6820.833,,0.06600713,0.022759218,0.22597037,0.0035138933
2065,Notre Dame Of Maryland University,Baltimore,MD,81100,45900,9.0509396,0.87505078,24.74972,0.0,2.240082,0.0,0.024245963,-0.62088716,135.6666666666667,South,0.98280096,0.54554474,98366.3195254914,0.5959782733671203,47617.3172796376,50500,0.1045482,0.11059888,0.34712777,0.0062945653,Selective private,private non-profit,4-year,private,4 - Selective,1035.0,1015.0,33010.0,15850.0,0.5283018867924528,16549.0,0.5036,0.018652849,0.20829016,0.019170985,0.019170985
25593,United Education Institute,Los Angeles,CA,29600,19100,42.369816,0.021258593,5.2857108,0.040799599,2.2395461,0.017286714,-8.5227232,-6.0925074,1165.0,West,0.74391991,0.27325657,35004.68340709943,0.2862867550532705,22615.28371948766,25600,0.19946992,0.22006196,0.063201889,0.0006850019,Two-year for-profit,for-profit,2-year,private,999 - Non-selective,,,,,0.7004128412101793,22648.0,,0.052124646,0.16883853,0.60906518,0.026628895
1857,"Southwestern Community College of Creston, IA",Creston,IA,55600,32200,14.470831,0.11716106,15.367831,0.06283848,2.2238529,0.0090932501,-4.7801981,-10.798892,183.5,Midwest,0.5095368,0.55696315,67682.26822916667,0.4935128788153331,35407.95442708334,36100,0.1135814,0.12109624,0.1602625,0.0038301651,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,5160.0,2368.0,0.41875,7234.0,,0.0033030554,0.0090834023,0.028075971,0.0057803467
3366,Saint Francis University,Altoona,PA,80200,51300,6.4369574,0.71502316,34.541,0.0,2.2233896,0.0,-3.624069,-11.013159,265.0,Northeast,0.58490568,0.68875158,95414.55969929245,0.6117792224734084,54467.36713836478,52700,0.059008088,0.057800971,0.43658108,0.0039210133,Selective private,private non-profit,4-year,private,5 - Selective,1025.0,1020.0,31078.0,15808.0,0.7146401985111663,18150.0,0.2394,0.004249292,0.030453257,0.0049575069,0.0084985839
3658,University Of Texas At Austin,Austin,TX,125100,57900,4.9989672,4.8796396,44.460583,4.0956163,2.2225699,0.20473851,1.1964903,2.6330938,6993.666666666667,South,0.51875508,0.59126681,195837.4898621074,0.7452270766924098,78687.06787912278,63600,0.092896253,0.10155523,0.51872683,0.071049467,Highly selective public,public,4-year,public,2 - Highly Selective,1290.0,1210.0,9830.0,3575.0,0.5148456057007126,7667.0,0.59810001,0.14923222,0.034012891,0.1350034,0.035742361
2008,Louisiana Tech University,Ruston,LA,81500,42200,10.710855,0.94991338,20.734024,0.8478815,2.2207913,0.090815358,-4.1853447,-5.6391768,1877.0,South,0.47362813,0.630391,99553.1442364256,0.6005074431895786,51662.01202952962,45800,0.099994242,0.10769688,0.33874148,0.019997176,Selective public,public,4-year,public,4 - Selective,1070.0,,8052.0,2897.0,0.5003403675970047,7027.0,0.3256,0.0089676045,0.14482681,0.014123977,0.013563502
5310,Pittsburgh Institute Of Aeronautics,Pittsburgh,PA,72400,52100,8.4972343,0.34156916,26.123947,0.16651009,2.2198129,0.014148753,-1.6209557,0.3649883,148.3333333333333,Northeast,0.031460673,0.55354381,78111.3634655899,0.5560984335588606,50242.92866924157,54100,0.067251332,0.069701955,0.45122236,0.0059427945,Two-year (public and private not-for-profit),private non-profit,2-year,private,999 - Non-selective,,,19125.0,8266.0,0.7051282051282052,21065.0,,0.0045351475,0.043083899,0.0045351475,0.024943311
11133,Eastern Idaho Technical College,Pocatello,ID,59900,27100,15.435266,0.064223714,14.377602,2.4675803,2.2192211,0.38087758,-4.2313156,-4.3603668,134.5,West,0.57620817,0.70685691,69364.40625,0.4971948961416881,35891.74869791666,31200,0.12006972,0.14427577,0.17325847,0.0074133235,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2496.0,1342.0,0.5846153846153846,7725.0,,0.016806724,0.0033613446,0.04369748,0.0
1830,Rose - Hulman Institute Of Technology,Terre Haute,IN,109500,83600,2.8360941,1.477374,78.208527,6.1999416,2.2180672,0.17583618,-1.3653519,-5.2000804,402.5,Midwest,0.20248447,0.67373663,136282.03125,0.7360183199246725,95357.92447916669,86800,0.050537713,0.051972825,0.76463461,0.064035274,Other elite schools (public and private),private non-profit,4-year,private,1 - Elite,1295.0,1285.0,41283.0,20844.0,0.728421052631579,29173.0,0.43779999,0.027830487,0.01201771,0.0075901328,0.0113852
1172,Pitzer College,Los Angeles,CA,131900,43500,6.2417159,13.643451,35.480968,2.7322159,2.2146213,0.17053716,-3.2925222,-7.7760072,192.0,West,0.61979169,0.47573745,434121.4143880208,0.7570569349659814,51976.01988389757,48000,0.11824957,0.12571022,0.34906781,0.023460168,Highly selective private,private non-profit,4-year,private,2 - Highly Selective,,1205.0,47020.0,25238.0,0.8214285714285714,11907.0,0.8549,0.11147186,0.050865799,0.13636364,0.036796536
3628,Texarkana College,Texarkana,TX,61200,28500,18.795792,0.29945087,11.737081,0.0,2.2060773,0.0,0.89554608,4.4823971,689.0,South,0.55104017,0.51451451,66091.55370668542,0.4919914682100635,31047.69805367834,32000,0.1425107,0.15738575,0.15665869,0.0014701578,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,2960.0,924.0,0.2267657992565056,8392.0,,0.0032128515,0.17001338,0.010709505,0.0024096386
3161,Northeastern State University,Muskogee,OK,62100,33800,15.930955,0.35520473,13.838103,0.4941442,2.2045422,0.078721888,-2.8920202,-0.28738743,864.6666666666666,South,0.55165768,0.59865856,71869.55859073825,0.5071478993183113,38446.8007240266,35800,0.098203748,0.11102568,0.20257156,0.0072650937,Selective public,public,4-year,public,5 - Selective,934.5,,5285.0,2003.0,0.296875,4811.0,0.26629999,0.0044531031,0.05037573,0.012663512,0.0097411638
2731,Hobart And William Smith Colleges,Buffalo,NY,120400,52700,6.1278763,9.5192862,35.809593,3.3954694,2.1943676,0.20807017,-2.9700522,-5.6913195,418.5,Northeast,0.59139782,0.50780642,260255.515625,0.7380520900090536,63983.20833333334,55000,0.067883514,0.079680443,0.4307873,0.037233151,Selective private,private non-profit,4-year,private,3 - Selective,,1155.0,47908.0,25192.0,0.79,20117.0,0.50559998,0.023318872,0.054772235,0.035249457,0.013015185
2343,College Of Saint Scholastica,Duluth,MN,87700,54800,4.5562282,0.6713565,48.05093,0.030198626,2.1893101,0.0013759183,-0.65420622,-4.1948471,336.0,Midwest,0.73363096,0.70403069,102990.15625,0.6523489356040955,58258.16536458334,57400,0.066277117,0.068948895,0.45875314,0.019647537,Selective private,private non-profit,4-year,private,4 - Selective,1125.0,1165.0,32842.0,16290.0,0.6837782340862423,16822.0,0.2735,0.01400934,0.0093395598,0.0053368914,0.0033355569
6789,Columbia - Greene Community College - SUNY Office Of Cmnty Colleg,Albany,NY,64600,34000,15.452711,0.14875278,14.1599,0.716169,2.1880884,0.11066753,0.18258625,1.7813928,296.5,Northeast,0.52782464,0.43860149,73355.765625,0.5121726195017496,36721.47916666666,36700,0.13340835,0.14655694,0.1952641,0.0028479961,Two-year (public and private not-for-profit),public,2-year,public,999 - Non-selective,,,4410.0,2460.0,0.3083333333333334,3541.0,,0.013141427,0.043804757,0.029411765,0.010638298
3242,Carnegie Mellon University,Pittsburgh,PA,134400,78400,4.1113148,6.3818531,53.203964,11.283568,2.1873827,0.46390304,-0.64248633,-1.6911069,1077.333333333333,Northeast,0.3855198,0.544034,221109.1144221844,0.7693093988564935,109957.0418326501,85300,0.081481747,0.086879089,0.63456941,0.12759337,Other elite schools (public and private),private non-profit,4-year,private,1 - Elite,1440.0,1360.0,49022.0,24792.0,0.8798862828713577,23362.0,0.74510002,0.2009954,0.034647778,0.046707503,0.10413476
2628,Rider University,Newark,NJ,102100,51600,5.8408837,2.1912713,37.443565,2.9915133,2.1870353,0.17473081,-0.93291968,-4.861865,761.0,Northeast,0.55847567,0.58654559,137030.0367936925,0.6893128052490927,57131.6090687281,53900,0.070139036,0.075352103,0.43649095,0.017830059,Selective private,private non-profit,4-year,private,4 - Selective,1025.0,1030.0,36830.0,17564.0,0.6575757575757576,17452.0,0.28130001,0.029200574,0.074437529,0.039971277,0.019626616
3233,Alvernia University,Reading,PA,84300,41800,6.6485949,0.82580233,32.86742,2.3096087,2.1852217,0.15355653,-2.1128783,-8.1572409,210.3333333333333,Northeast,0.62440568,0.56393397,94909.35131487716,0.6169924075743286,43508.26720359548,45100,0.077592194,0.088082135,0.29280558,0.0064072972,Selective private,private non-profit,4-year,private,4 - Selective,970.0,930.0,30080.0,13200.0,0.5132450331125827,22382.0,0.2238,0.01674808,0.079553388,0.03349616,0.0034891835
2899,Wagner College,New York,NY,114400,58000,5.1794524,3.2166932,42.187794,0.0,2.1850965,0.0,-1.9325898,-5.2024179,379.3333333333333,Northeast,0.58172232,0.5770995,145977.598075022,0.7281875822477054,65155.1619171518,62000,0.084256932,0.096928515,0.5148288,0.030329974,Selective private,private non-profit,4-year,private,3 - Selective,,1120.0,40750.0,19200.0,0.6136363636363636,20723.0,0.3012,0.024580335,0.054556355,0.048561152,0.017985612
